CO_LOCAL_OFERTA_IES|NO_LOCAL_OFERTA|CO_IES
1033476|Instituição de Ensino São Francisco|2348
659103|Unidade SEDE|2350
659104|CAMPUS  - CARIACICA - CAMPO GRANDE|2351
1006172|Unidade SEDE|2355
659107|CAMPUS  - CAPANEMA - FATIMA|2356
659108|CAMPUS  - APARECIDA DE GOIÂNIA - SETOR JARDIM LUZ|2361
659109|CAMPUS  - CAMPINA GRANDE - ITARARÉ|2362
659292|Unidade SEDE|2774
659293|CAMPUS  - VÁRZEA GRANDE - IPASE|2775
141290|UNEOURO|2779
659294|CAMPUS  - OURO PRETO DO OESTE - INCRA|2779
696071|Unidade SEDE|2783
659296|Campus - FAE Blumenau|2784
133747|Unidade SEDE|2787
32181|Campus Satuba|3160
1038995|Campus Maceió|3160
1062451|Reitoria Unidade-Sede|3160
1068874|Arapiraca - Bom Sucesso|3160
2006469|Polo UAB - MARAGOGI|3160
2006470|Polo UAB - MATA DE SAO JOAO|3160
2006471|Polo UAB - SAO JOSE DA LAJE|3160
106186|Campus Petrolina - Zona Rural|3161
146366|Campus Floresta|3161
150356|Campus Ouricuri|3161
150357|Campus Salgueiro|3161
696291|Campus Petrolina - Jardim São Paulo|3161
659418|Unidade SEDE|3209
659420|REGISTRO INVALIDO LANÇADO POR ENGANO|3216
659421|Brasília-Asa Norte|3223
659427|CAMPUS  - LUÍS EDUARDO MAGALHÃES - JARDIM PRIMAVERA|3230
1051485|Unidade Sede|3230
659428|CAMPUS  - CAPANEMA - CENTRO|3232
659431|Unidade SEDE|3252
1050955|Unidade Itabuna|3268
659433|CAMPUS  - SALVADOR - CENTRO|3270
146343|Campus Barbacena|3279
146353|Campus Muriaé|3279
659110|CAMPUS  - PARAÍSO DO TOCANTINS - CENTRO|2364
8546|Unidade II - Centro de Ciências Agrárias e Ambientais|2365
659111|CAMPUS  - PALMAS - CENTRO|2365
9852|Escola Brasiliense de Odontologia  EBO|2368
9853|Sobracursos|2368
9854|Escola Cearense de Odontologia ECO|2368
9855|Escola Mineira de Odontologia EMO|2368
9856|Escola Fluminense de Odontologia SLM RJ|2368
659113|CAMPUS  - CAMPINAS - PONTE PRETA|2368
1006046|Unidade SEDE|2368
1069565|Polo EAD São Paulo|2368
703833|Unidade SEDE|2369
659119|SEDE - MACAPÁ|2380
659120|Campus IMED|2383
659121|CAMPUS  - TERESINA - CENTRO SUL|2384
1061120|FAIBRA|2384
659122|Unidade SEDE|2389
1063082|Centro|2389
659125|UNIDADE  - VITÓRIA - GOIABEIRAS|2397
707576|CAMPUS  - SOROCABA - CENTRO|2399
659128|Unidade SEDE|2402
659299|CAMPUS  - PRIMAVERA DO LESTE - JARDIM RIVA|2791
1049560|UNIDADE PAULISTA|2793
659301|CAMPUS  - RONDONÓPOLIS - CENTRO A|2794
1006533|Unidade SEDE|2794
1048259|UNIDADE II - FLORIANO PEIXOTO|2794
659303|Faculdade de Iporá|2796
659304|CAMPUS  - ARAUCÁRIA - THOMAZ COELHO|2799
659305|CAMPUS  - RIO DE JANEIRO - RIACHUELO|2804
659306|UNIDADE - SEDE|2805
3274|Campus São José|3162
146206|Campus Joinville|3162
146207|Campus Jaraguá do Sul|3162
146208|Campus Araranguá|3162
150145|Campus Chapecó|3162
1046315|Campus Florianópolis|3162
1049515|Campus Jaraguá do Sul RAU|3162
1056603|Campus Florianópolis-Continente|3162
1062153|Polo UAB - São José/SC|3162
1062154|Polo UAB - Palmitos/SC|3162
1069580|Campos Novos - UAB|3162
1071227|Campus Canoinhas|3162
1071247|Campus Criciúma|3162
1071252|Campus Lages|3162
1071261|Campus São Miguel do Oeste|3162
1071265|Campus Urupema|3162
2006625|Polo UAB - TIO HUGO|3162
2006626|Polo UAB - TAPEJARA|3162
2006628|Polo UAB - SAO JOAO DO POLESINE|3162
2006629|Polo UAB - NOVA LONDRINA|3162
2006630|Polo UAB - JALES|3162
2006632|Polo UAB - FOZ DO IGUACU|3162
2006634|Polo UAB - CACHOEIRA DO SUL|3162
1930|Campus - Maracanã|3163
5623|Campus - Realengo|3163
600293|Núcleo de Ensino Superior da UEA em Guajará|3172
600296|Núcleo de Ensino Superior da UEA em Pauini|3172
697058|Escola Superior de Ciências da Saúde - ESA|3172
697108|Escola Superior de Artes e Turismo - ESAT|3172
105564|ESAMC SANTOS|2408
659132|Unidade SEDE|2409
659133|CAMPUS  - FORTALEZA - DAMAS|2410
1031921|Faculdade Cearense|2410
659134|FACULDADE DE ENSINO SUPERIOR DE FLORIANO|2413
106573|Unidade SEDE|2420
659307|CAMPUS  - SÃO PAULO - BELENZINHO|2806
659308|CAMPUS  - CASCAVEL - COQUEIRAL|2808
659310|Unidade SEDE|2811
659312|CAMPUS  - SÃO SEBASTIÃO - VILA AMÉLIA|2814
659313|CAMPUS  - PORTO ALEGRE - SANTANA|2821
659314|Unidade SEDE|2826
659315|CAMPUS  - TERESINA - PIO XII|2827
659317|CAMPUS  - GOIOERÊ - JARDIM CURITIBA|2831
659318|Unidade SEDE - ISEPRO|2832
659319|BLOCO B|2835
33161|Campus Duque de Caxias|3163
145483|Campus Volta Redonda|3163
154615|Paracambi|3163
600269|Campus Nilópolis|3163
1069939|Engenheiro Paulo de Frontin|3163
28301|Campus - Novo do Parecis|3164
100019|Unidade SEDE|3164
1000019|Unidade SEDE|3164
1000020|Bela Vista|3164
1046270|Campus Pontes e Lacerda|3164
1046621|Núcleo Avançado de Campo Verde|3164
1046622|Campus São Vicente|3164
1053885|Campus Cáceres|3164
1047216|FACEMP - Faculdade de Ciencias Empresariais|2067
658965|CAMPUS  - MACAPÁ - CENTRO|2069
1058898|IEVAL|2072
658967|CAMPUS - GOIÂNIA - JARDIM VILA BOA|2073
658968|Unidade SEDE|2075
1058445|Pajuçara|2075
658969|Unidade SEDE|2076
658970|CAMPUS  - FOZ DO IGUAÇU - VILA A|2077
659136|SEDE - CENTRO|2423
659137|CAMPUS  - BELÉM - UMARIZAL|2426
1042172|Unidade Generalíssimo|2426
1063017|Campus Itaigara|2427
659139|CAMPUS  - CAMPOS GERAIS - CENTRO|2428
659140|IBIUNA|2431
1054080|SEDE - CAMPUS IBIÚNA|2431
659142|CAMPUS  - JOÃO PESSOA - TORRE|2435
659143|Unidade SEDE|2436
659144|CAMPUS  - TEIXEIRA DE FREITAS - BELA VISTA|2437
1040634|Bloco CST - Campus Faculdade Maurício de Nassau|2835
1041303|Bloco D e NPJ|2835
1053886|Campus Confresa|3164
1055765|Campus Juína|3164
1056541|Núcleo Avançado de Jaciara|3164
1059430|Sorriso|3164
1059431|Rondonópolis|3164
1069697|Primavera do Leste|3164
2006508|Polo UAB - BARRA DO BUGRES|3164
2006509|Polo UAB - COROMANDEL|3164
2006511|Polo UAB - JUARA|3164
2006512|Polo UAB - PONTES E LACERDA|3164
2006513|Polo UAB - PRIMAVERA DO LESTE|3164
2006514|Polo UAB - RIBEIRAO CASCALHEIRA|3164
32301|Campus Uberlândia|3165
140315|Campus Uberaba - Unidade I|3165
658971|Unidade SEDE|2079
658972|Unidade SEDE|2082
697842|CAMPUS  - NOVA PETRÓPOLIS - LOGRADOURO|2084
1058474|Nazaré|2085
1058882|Unidade Imbuí|2085
658975|Unidade SEDE|2086
658977|CAMPUS  - RIO DE JANEIRO - HUMAITÁ|2091
658978|CAMPUS  - MANHUAÇU - BAIRRO COQUEIRO|2096
658979|Unidade SEDE|2098
658980|CAMPUS  - AURIFLAMA - LIMOEIRO|2102
658982|SEDE|2111
659146|CAMPUS  - JOÃO PINHEIRO - SANTA CRUZ II|2440
698782|CAMPUS  - CARIACICA - CAMPO GRANDE|2442
659149|CAMPUS - JANAÚBA - CENTRO|2443
659150|Faculdade João Calvino|2444
659151|Instituto Educacional de Castro - INEC|2447
659152|UNIDADE JOÃO PINHEIRO|2450
1061188|UNIDADE GOITACAZES|2450
659153|Unidade Almirante Barroso|2451
1056500|Chaco I|2451
1066462|Unidade de Ensino Pedro Miranda|2451
1067679|Unidade de Ensino Nazaré|2451
659155|CAMPUS  - CHAPADÃO DO SUL - CENTRO|2456
659157|POLO SEDE|2459
1041305|BLOCO E|2835
1047253|Faculdade Maurício de Nassau de Fortaleza|2835
1047254|Faculdade Maurício de Nassau de Caruaru|2835
1047255|Faculdade Joaquim Nabuco - Recife|2835
150465|Campus Avançado de Patrocínio|3165
150485|Campus Avançado de Uberlândia|3165
150558|Campus Paracatu|3165
1043780|Campus Uberaba - Unidade - II|3165
1050465|Campus Patrocínio|3165
1050485|Campus Uberlândia Centro|3165
1056425|Campus Ituiutaba|3165
1060200|Polo UAB Janaúba|3165
1060201|Polo UAB Uberaba|3165
1060202|Polo UAB Uberlandia|3165
1060203|Polo UAB Araguari|3165
1060204|Polo UAB Januária|3165
1064010|Polo UAB Ituiutaba|3165
1064080|Polo UAB Coromandel|3165
1064151|Polo UAB Araxá|3165
1064271|Polo UAB Lagamar|3165
658983|Faculdade Dom Bosco de Porto Alegre|2113
658985|CAMPUS  - PALOTINA - JARDIM ITÁLIA|2117
100687|SEDE - ARACAJU|2122
106583|FACULDADE MAX PLANCK|2123
658159|Faculdade de Educação e Ciências Gerencias de Indaiatuba|2123
1055645|Faculdade Max Planck|2123
659158|SEDE - ESTÁCIO ALEXANDRINO|2460
659160|Unidade SEDE|2462
659162|Damásio São Paulo (Liberdade) Sede|2465
659163|CAMPUS  - TIANGUÁ - CENTRO|2466
659165|Unidade SEDE|2468
659166|CAMPUS  - MACAPÁ - CENTRO|2469
659167|Unidade SEDE|2470
1058475|Nazaré|2470
1058883|Unidade Imbuí|2470
1058794|NOVA CANAÃ|2474
659169|Unidade SEDE|2475
659170|CAMPUS  - MARIANA - CENTRO|2477
659171|Unidade SEDE|2478
659172|ÁGUAS CLARAS|2484
1047279|Faculdade Maurício de Nassau de Maceió|2835
1047294|Faculdade Joaquim Nabuco - Paulista|2835
1047295|Faculdade Maurício de Nassau de Salvador|2835
1047296|Faculdade Maurício de Nassau de Natal|2835
1069583|REITORIA|3165
1071229|Polo UAB de São Paulo/SP - Jardim Paulistano|3165
1071231|Polo UAB de São Paulo/SP - Jardim São Carlos|3165
1071232|Polo UAB de São Paulo/SP - Jardim Moreno|3165
1071766|Campus Avançado Uberaba Parque Tecnológico|3165
1072200|Polo UAB São Paulo/SP - São João Clímaco|3165
659396|FACULDADE DE TECNOLOGIA IBTA|3169
700976|Unidade SEDE|3170
659398|Unidade SEDE|3171
658990|Faculdade Calafiori - CALAFIORI|2124
1032281|Unidade SEDE|2126
658992|CAMPUS  - SÃO PAULO - BELA VISTA|2128
658993|Unidade SEDE|2129
1043680|Unidade SEDE|2131
658996|CAMPUS  - RIO BRANCO - JARDIM EUROPA II|2132
658997|CAMPUS - BOA VISTA - PRICUMÃ|2133
658998|UNIDADE  - GOIÂNIA - VILA PARAÍSO|2134
3317|Campus II|2135
659000|CAMPUS  - PORTO NACIONAL - CENTRO|2137
1006023|ASA SUL|2484
1006422|Unidade SEDE|2485
659175|CAMPUS - ERECHIM - CENTRO|2488
659176|CAMPUS  - BRASÍLIA - LAGO NORTE|2491
659177|FAPI - Faculdade de Pindamonhangaba|2494
659178|SEDE|2497
1043549|Unidade São Vicente|2497
1047298|Bloco D - Campus Faculdade Maurício de Nassau|2835
1047299|Bloco E - Campus Faculdade Maurício de Nassau|2835
1047300|Bloco Pós-Graduação - Campus Faculdade Maurício de Nassau|2835
11329|SAO LOURENÇO DO OESTE|1491
11331|NOVA ESPERANCA DO SUDOESTE|1491
11333|ALPINÓPOLIS - MG|1491
10725|Pólo EAD - Brumado|1491
10732|CACULÉ|1491
10739|PONTE SERRADA|1491
10740|CAETITÉ|1491
10968|Pólo EAD - Vila Velha|1491
10971|CUIABÁ (CENTRO)|1491
10974|APARECIDA DE GOIÂNIA|1491
11105|Pólo EAD - São José|1491
11106|Pólo EAD - Balsas|1491
11110|GUARACI|1491
11115|JAGUARIAIVA|1491
11337|Pólo EAD - Petrolina|1491
11340|RECIFE|1491
10744|Pólo EAD - Camaçarí|1491
10750|Pólo EAD - Campo Formoso|1491
10975|GUARAQUEÇABA|1491
10978|GUARATUBA|1491
10980|FORMOSA|1491
11119|CANTANHEDE|1491
11126|JATAIZINHO - EDUSOL|1491
11341|BELO HORIZONTE (SANTA TEREZINHA) - MG|1491
11345|SALGUEIRO|1491
10759|CARINHANHA|1491
10762|FOZ DO JORDÃO|1491
10770|Pólo EAD - Condeúba|1491
10983|Pólo EAD - Juara|1491
10988|Pólo EAD - Lucas do Rio Verde|1491
11130|LAPA|1491
11132|PARAGOMINAS|1491
11134|PAP LARANJEIRAS DO SUL - PR.|1491
11347|BELO HORIZONTE (FREDERICO OZANAN) - MG|1491
11350|FLORIANO|1491
11355|PARNAÍBA|1491
10775|FORMOSA DO RIO PRETO|1491
10781|FRANCISCO ALVES|1491
10995|Pólo EAD - Nova Mutum|1491
11001|Pólo EAD - Nova Ubiratã|1491
11135|PARAUAPEBAS|1491
11140|PAP MANGUEIRINHA - PR.|1491
11408|ARACAJU|1491
11417|CORONEL FABRICIANO - MG|1491
11422|ANTONINA - EDUSOL|1491
10786|PAP FRANCISCO BELTRÃO - PR.|1491
10794|IBIRAPITANGA - EDUSOL|1491
11007|SÃO JOÃO D'ALIANÇA - EDUSOL|1491
11008|PORTO DOS GAÚCHOS|1491
11142|Pólo EAD - Rondon do Pará|1491
11145|LONDRINA|1491
11461|ARAPOTI|1491
11472|IPATINGA - MG|1491
11475|PAP ATIBAIA|1491
10803|ITIÚBA|1491
10811|JUSSIAPE|1491
10813|LAGOA REAL|1491
11014|RONDONÓPOLIS|1491
11019|TABAPORÃ|1491
11021|IBAITI|1491
11152|TAILÂNDIA|1491
11155|MANDIRITUBA - EDUSOL|1491
11391|CAPELINHA - MG|1491
11394|XANXERE|1491
11398|ALTÔNIA|1491
11404|CARMO DO RIO CLARO - MG|1491
10817|Pólo EAD - Macaúbas|1491
10820|MANOEL VITORINO|1491
11023|ALMEIRIM - MUNGUBA|1491
11025|Pólo EAD - Altamira (Castelo)|1491
11238|GRAJAÚ|1491
11247|MANGUEIRINHA|1491
11251|PÓLO EAD - IMPERATRIZ|1491
11423|PAP AMERICANA - SP|1491
11436|GOVERNADOR VALADARES - MG|1491
10823|Pólo EAD - Monte Santo|1491
10829|Pólo EAD - Nazaré|1491
10846|RIACHO DE SANTANA|1491
11027|IBIPORÃ|1491
11029|PÓLO EAD - ALTAMIRA (PREMEN)|1491
11039|Pólo EAD - Barcarena|1491
11254|MARECHAL CÂNDIDO RONDON|1491
11256|Pólo EAD - Tucurui|1491
11366|Pólo EAD - Videira|1491
11380|Pólo EAD - Teresina (David Caldas)|1491
10849|Pólo EAD - Salvador (Pituba)|1491
10865|TANQUE NOVO|1491
11050|BELÉM|1491
11051|ACAILÂNDIA|1491
11264|BAYEUX|1491
11271|ITINGA DO MARANHÃO|1491
11406|AMPÉRE|1491
10869|UNA|1491
10871|VALENÇA|1491
10872|VITÓRIA DA CONQUISTA|1491
11062|IPIRANGA|1491
11069|PAP IPORÃ - PR.|1491
11288|SAO LUIS|1491
11290|ITAPORANGA|1491
11300|MARIPÁ|1491
11440|APUCARANA - CESIP|1491
11459|PAP ASSIS|1491
10924|PRATA - MG|1491
10926|SACRAMENTO - MG|1491
11073|IRATI|1491
11074|Pólo EAD - Rio Negrinho|1491
11076|BRAGANÇA|1491
11305|Pólo EAD - João Pessoa (Fadinor)|1491
11310|MARMELEIRO|1491
11384|BOA ESPERANÇA - MG|1491
10928|RIO POMBA - MG|1491
10930|SANTA RITA DO SAPUCAÍ - MG|1491
11077|PAP IRETAMA - PR.|1491
11080|ANAPURUS|1491
11081|Pólo EAD - São Bento do Sul|1491
11312|JOÃO PESSOA (EPITACIO)|1491
11314|MATINHOS|1491
10666|RESTINGA SECA|1491
10668|RIO GRANDE|1491
10669|AMAPÁ|1491
10938|QUIXELO - EDUSOL|1491
10940|SAO PEDRO DO SUAÇUI - MG|1491
11086|Pólo EAD - São Francisco do Sul|1491
11087|CAMETÁ|1491
11316|Pólo EAD - Patos|1491
11318|PAP MEDIANEIRA - PR.|1491
10673|SANTA CRUZ DO SUL|1491
10684|JOINVILLE|1491
10691|SÃO BORJA|1491
10943|SETE LAGOAS - MG|1491
10945|GOIOERÊ|1491
10951|VARGEM GRANDE PAULISTA|1491
11091|ITAPEJARA D'OESTE|1491
11095|Pólo EAD - Capanema (Monte Dourado)|1491
11321|CARUARU|1491
11324|NOVA ESPERANÇA|1491
11325|Pólo EAD - São José do Cedro|1491
10695|Pólo EAD - Palma Sola|1491
10698|Pólo EAD - Palmitos|1491
10955|Pólo EAD - Campo Grande (Edutec)|1491
10962|Pólo EAD - Três Lagoas|1491
11098|Bacabal|1491
11099|IVAIPORÃ|1491
11103|JACAREZINHO|1491
11326|ALFENAS - MG|1491
10721|OIAPÓQUE|1491
10967|Pólo EAD - Cáceres|1491
11104|CASTANHAL|1491
3877|Campus Araçatuba|4522
659861|POLO NA SEDE|4522
659862|CAMPUS  - MACEIÓ - CRUZ DAS ALMAS|4530
659863|UNIDADE  - CACHOEIRA - CAPOEIRUÇU|4531
659864|CAMPUS - CAMPO GRANDE - AMAMBAÍ|4532
707563|Unidade SEDE|4533
143236|UNIS - Campus I|3368
600131|Polo UNIS - FABE|3368
1043237|UNIS - Campus II|3368
1054020|Polo UNIS - FABE|3368
106597|Campus Universitário de Palmas|3849
151864|Pólo UAB em Cristalândia|3849
151868|Pólo UAB em Palmas|3849
1006598|Campus Universitário de Gurupi|3849
1006599|Campus Universitário de Tocantinópolis|3849
1006600|Campus Universitário de Araguaína|3849
1049910|Sede|4045
659736|Unidade SEDE|4053
659737|CAMPUS - SÃO JOAQUIM DA BARRA - JARDIM PARAÍSO|4059
659739|CAMPUS  - RECIFE - BONGI|4064
659742|Unidade Guará|4068
1060898|UNIDADE ÁGUAS CLARAS|4068
659747|POLO NA SEDE|4077
659748|CAMPUS  - BELO HORIZONTE - FUNCIONÁRIOS|4079
141098|Unidade SEDE|4086
659750|CAMPUS - ROSEIRA - ROSEIRA VELHA|4090
659752|CAMPUS  - CONCÓRDIA - BAIRRO FRAGOSOS- Rodovia Pedro Rogério Garcia Km 08 -|4092
659753|CAMPUS - CURITIBA - PORTÃO|4093
659754|SEDE - JOÃO PESSOA-IDEZ|4094
659755|Unidade SEDE|4095
1054291|Unidade IV|4096
659866|CAMPUS  - CURITIBA - PORTÃO|4534
659867|Unidade SEDE|4538
705036|SEDE - ESTÁCIO PONTA NEGRA|4566
659871|Unidade SEDE|4567
141072|campus santa cândida|4584
701415|Unidade SEDE|4584
659874|Porangatu-Setor Leste|4586
659875|CAMPUS  - BRASÍLIA - SETOR CENTRAL|4588
703601|CAMPUS VILA SANTO ANTONIO|4590
659877|UNIDADE  - OURO PRETO DO OESTE - INCRA|4592
659878|CAMPUS  - PORTO VELHO - CENTRO|4594
659879|CAMPUS  - RIBEIRÃO PRETO - NOVA RIBEIRÂNIA|4596
659880|Unidade SEDE|4597
1057061|Sede|4598
659882|Unidade SEDE|4605
139864|Unidade SEDE|4610
659885|Unidade SEDE|4613
1060817|UNIS - Cidade Universitária|3368
659467|Unidade SEDE|3371
659468|Unidade SEDE|3372
1006601|Campus Universitário de Arraias|3849
1006602|Campus Universítário de Miracema|3849
1006603|Campus Universitário de Porto Nacional|3849
1047617|Pólo UAB em Ananás-TO|3849
1047624|Pólo UAB em Nova Olinda-TO|3849
1047627|Pólo de Apoio Presencial em Araguaína-TO|3849
1051872|Pólo UAB em Porto Nacional|3849
101239|Unidade SEDE|4097
1056012|Unidade II|4097
146236|Instituto Federal Farroupilha Campus Alegrete|4098
146238|Instituto Federal Farroupilha Campus Santo Augusto|4098
146239|Instituto Federal Farroupilha Campus Júlio de Castilhos|4098
146242|Instituto Federal Farroupilha Campus Santa Rosa|4098
1041356|Instituto Federal Farroupilha Campus São Vicente do Sul|4098
1046240|Instituto Federal Farroupilha Campus São Borja|4098
1046241|Instituto Federal Farroupilha Campus Panambi|4098
1060698|Instituto Federal Farroupilha Câmpus Jaguari|4098
1068096|Campus - Caxias do Sul - Desvio Rizzo|4616
1059457|Sede|4630
659889|João Pessoa-Centro|4631
1049101|UNIDADE SEDE|4632
659891|CAMPUS  - PASSO FUNDO - PETRÓPOLIS|4633
659893|Unidade SEDE|4652
1067701|Unidade 2|4652
659469|CAMPUS  - TIMON - PARQUE SÃO FRANCISCO|3375
659470|SEDE|3376
659471|CAMPUS - SALVADOR - BOCA DO RIO|3377
1037715|POLO NA SEDE|3380
659473|CAMPUS SÃO MIGUEL|3388
1043672|CAMPUS SEDE|3389
659476|CAMPUS  - CORNÉLIO PROCÓPIO - CENTRO|3393
659478|CAMPUS  - BRASÍLIA - TAGUATINGA SUL|3396
659479|Unidade SEDE|3397
659480|CAMPUS  - PENÁPOLIS - JARDIM BRASÍLIA|3400
659481|CAMPUS  - JANDIRA - JARDIM ALVORADA|3411
1068951|Pedro Afonso - Setor Bela Vista 1|3849
1068952|Taguatinga - Setor Norte|3849
2006619|Polo UAB - GUARAI|3849
2006620|Polo UAB - DIANOPOLIS|3849
2006622|Polo UAB - ARAGUAINA|3849
2006623|Polo UAB - ARAGUACEMA|3849
659647|Unidade SEDE|3853
659648|Unidade SEDE|3854
1065281|Campus 2|3854
659649|CAMPUS  - SOBRAL - CENTRO|3862
659650|CAMPUS  - ALAGOINHAS - ALAGOINHAS VELHA|3864
659759|UNIDADE  - GOIÂNIA - SETOR CENTRO OESTE|4100
659760|Serviço Nacional de Aprendizagem Industrial - SENAI|4101
659762|CAMPUS  - SÃO PAULO - VILA MARIANA|4104
659763|CAMPUS  - PORTO ALEGRE - SARANDI|4107
659764|Instituto Católico de Estudos Superiores do Piauí|4108
659765|CAMPUS  - CERES - SETOR MORADA VERDE|4113
659766|Unidade SEDE|4118
1042649|Unidade São José|4121
1056883|Bloco Coroa do Meio|4121
659768|Unidade SEDE|4123
659769|CAMPUS  - ÁGUA BOA - CIDADE UNIVERSITÁRIA|4126
659770|CAMPUS  - MANAUS - CENTRO|4135
1060539|Faculdade Santa Doroteia do Amazonas|4135
659772|CAMPUS  - SANTA BÁRBARA D´OESTE - 2º DISTRITO INDUSTRIAL|4138
659894|CAMPUS  - SOROCABA - ITANGUÁ|4655
659895|CAMPUS - PIRACICABA - PIRACICAMIRIM|4656
1043226|Unidade SEDE|4661
139896|Unidade SEDE|4669
659900|CAMPUS  - PORTO BELO - PEREQUÊ|4674
659901|São Paulo-Largo do Café|4681
659484|Unidade Acadêmica|3427
659485|CAMPUS  - PRAIA GRANDE - VILA OCEÂNICA III|3428
659486|Unidade SEDE|3430
1055838|Unidade Planalto|3430
1058390|Unidade Centro 1|3430
659487|FACULDADE DO SERIDÓ - FAS|3431
659488|Faculdades Integradas de Ciências Humanas, Saúde e Educação|3432
659490|Unidade SEDE|3434
659651|CAMPUS  - GOIÂNIA - SETOR CENTRAL|3866
1058553|ESCOLA DE SAÚDE MAUÁ|3867
659653|CAMPUS CENTRO|3869
1067743|Faculdade Projeção Sobradinho|3874
659655|Centro Universitário da Fundação Educacional Guaxupé|3875
10068|ARARUAMA|3876
1001444|Unidade SEDE|3876
659773|CAMPUS  - TAUBATÉ - VILA NOSSA SENHORA DAS GRAÇAS|4141
1043398|Unidade II|4141
659775|CAMPUS  - SÃO JOSÉ - ARÉA INDUSTRIAL|4148
659776|CAMPUS  - ITAJAÍ - BARRA DO RIO|4149
659777|CAMPUS  - PIRACICABA - CIDADE ALTA|4150
139713|Unidade SEDE|4153
1041178|Sede|4153
659949|CAMPUS  - MATIPÓ - RETIRO|4846
659950|Mossoró-Santo Antônio|4847
702329|Campus Araguaína|4849
659953|CAMPUS  - ARCOVERDE - SÃO CRISTÓVÃO|4858
659955|Unidade SEDE|4863
139957|Unidade SEDE|4865
1056034|Unidade Acadêmica|4865
1049996|Guarapari|4867
659960|POLO NA SEDE|4873
659491|CAMPUS  - ARARAQUARA - VILA MELHADO|3436
659492|Unidade SEDE|3437
1002327|Unidade SEDE|3443
659494|CAMPUS  - MONTES CLAROS - MELO|3448
705589|CAMPUS  - CAMPINAS - FAZENDA SANTA CÂNDIDA|3456
659522|UNIDADE - CONSELHEIRO LAFAIETE - CARIJÓS|3488
700693|Unidade SEDE|3495
659525|CAMPUS  - BARRACÃO - INDUSTRIAL|3502
659657|CAMPUS  - ÁGUAS LINDAS DE GOIÁS - MANSÕES VILLAGE|3877
659658|CAMPUS  - PORTO ALEGRE - MENINO DEUS|3878
659659|Unidade SEDE|3879
1048639|Faculdade de Integração do Sertão - FIS|3881
659662|São Paulo-Cerqueira César|3896
698874|Unidade SEDE|3920
659664|CAMPUS  - LUÍS EDUARDO MAGALHÃES - MIMOSO DO OESTE|3921
659779|CAMPUS  - RIO DO SUL - ITOUPAVA|4157
659780|CAMPUS  - GOIÂNIA - SETOR LESTE VILA NOVA|4162
707720|CAMPUS  - IMBITUBA - CENTRO|4163
707747|CAMPUS  - FORQUILHINHA - CENTRO|4163
1050203|Unidade - Orleans - Murialdo|4163
1058218|Centro Universitário Barriga Verde - UNIBAVE - Campus Cocal do Sul|4163
1057159|Unidade Sede|4166
1051161|FACULDADE NOSSA CIDADE|4169
659976|CAMPUS SANTO ANTÔNIO|4962
105246|Caxias-Centro|4964
105550|Unidade SEDE|4969
659979|Unidade SEDE|4982
659980|Bilac|4983
659981|CAMPUS  - QUIXERAMOBIM - DISTRITO INDUSTRIAL|4992
659982|Unidade SEDE|4995
659984|Unidade SEDE|5000
659985|Unidade SEDE|5008
1054605|sede da faculdade|5008
659986|CAMPUS  - RIO DE JANEIRO - CAMPO GRANDE|5013
1056484|Campus José Edgar da Mota Freitas|3506
1039863|Unidade SEDE|3507
659528|CAMPUS  - CURITIBA - ALTO SÃO FRANCISCO|3509
700481|CAMPUS  - PRESIDENTE VENCESLAU - JARDIM COROADOS|3513
659530|CAMPUS - ALÉM PARAÍBA - SÃO LUIZ|3514
691887|CAMPUS  - VITÓRIA DE SANTO ANTÃO - CAJA|3515
2621|CAMPOS MIGUEL LAROCA|3516
659533|CAMPUS  - JARAGUÁ DO SUL - CENTRO|3518
659534|FACULDADE CATÓLICA DE POUSO ALEGRE|3522
659535|CAMPUS  - PORTO ALEGRE - CENTRO|3523
659536|Unidade SEDE|3525
659537|CAMPUS  - SÃO JOSÉ DE RIBAMAR - JARDIM ARAÇAGY I|3526
659665|INSTITUTO DE EDUCAÇÃO SUPERIOR RAIMUNDO SÁ|3930
659666|Faculdade Método de São Paulo - FAMESP - Mirandópolis|3933
102283|CAMPUS  - LIMEIRA - JARDIM MARIA BUSHI MODENEIS|3936
659668|Faculdade Anhanguera de Indaiatuba|3937
659669|POLO SEDE|3939
659670|CAMPUS  - TATUÍ - VALINHO|3940
659671|Unidade SEDE|3946
659672|Unidade SEDE|3947
1064895|Faculdade JK - Santa Maria|4173
1046489|CAMPUS SEDE|4179
659789|CAMPUS  - PERUÍBE - JARDIM DOS PRADOS|4185
659790|CAMPUS  - TERESINA - CENTRO|4197
1041751|Unidade SEDE|4198
1061216|FACULDADE JK BRASÍLIA - RECANTO DAS EMAS|4199
659794|SEDE PRINCIPAL|4201
659796|Unidade SEDE|4209
659798|Campus Principal|4211
659799|UNIDADE  - PEDRO LEOPOLDO - DOUTOR LUND|4218
1059668|Campus Porto Velho Zona Norte|4785
1069589|CAMPUS CACOAL|4785
146811|Campus Paraíso do Tocantins|4786
150441|Campus Gurupi|4786
150442|Campus Porto Nacional|4786
1031941|Campus Palmas|4786
1046630|Campus Araguatins|4786
1050443|Reitoria|4786
1069828|Campus Dianópolis|4786
659933|UNIDADE  - JUAZEIRO DO NORTE - TRIÂNGULO|4791
100207|Unidade SEDE|4793
